DATASOURCE,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,BUILDINGID,BUILDINGNO,COMPOUNDNA,ARABICNAME,ENGLISHNAM,NOOFFLOOR,HEIGHT,CONSTRUCTI,DESCRIPTIO,DRAWINGNO,BRANCHES,BuildingAr,ORIG_FID,Shape_X,Shape_Y
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,372,68F,كلية الحاسب الالي,كلية الحاسب الالي,Computer college,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,3558,825,39.246321394480617,21.488869405938207
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,139,113,السنترال,السنترال,Central,1,0.000000000000000,,شطر الطلاب,CommunicationBuilding113.dwg,السليمانية,360,827,39.250249938787427,21.490281752243341
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,77,75_C,فصول دراسية,فصول دراسية,Classroom_75,4,0.000000000000000,,شطر الطلاب,ClassroomBuildingNumber75GroundFloor.dwg,السليمانية,2093,828,39.249926306820612,21.489476282041611
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,222,62,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,372,829,39.258582970354567,21.490030765886161
ملفات اوتوكاد - مسح ميداني,ادارة نظم المعلومات الجغرا,24-004-14 0:00:00,24-004-14 0:00:00,MOHAMMAD ANABTBAWI,0,X2M,مسجد المستشفى,مسجد المستشفى,HOSPITAL MASJID,1,6.000000000000000,,شطر الطلاب, ,السليمانية,580,831,39.234073166596339,21.495685801766825
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,24,9MMC,المبنى الأكاديمي للطلاب,علوم الصحة الاساسية رقم 3,Essential health sciences number 3,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,2015,833,39.236398053269426,21.496614910537087
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,153,2_F,مركز الملك فيصل للمؤتمرات,مركز الملك فيصل للمؤتمرات,King Faisal center for conferences,6,0.000000000000000,,شطر الطلاب,KingFahdConferencesCenterGroundFloor.dwg,السليمانية,10111,835,39.241693208654027,21.492468376751344
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,384,-1,المسجد,المسجد,Mosque,1,0.000000000000000,,شطر الطلاب,MosqueBesideBuildingNo30.dwg,السليمانية,125,839,39.250455888223023,21.487581080613079
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,76,2M,مركز الملك فهد للبحوث,مركز الملك فهد للبحوث,King Fahd center for researches,4,0.000000000000000,,شطر الطلاب,KingFahdResearchCenterGroundFloor.dwg,السليمانية,7906,841,39.231073071752689,21.499268476888354
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,279,72,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,240,842,39.259889903131537,21.489858514384888
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,313,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,313,844,39.236767789857517,21.488500131054007
 , ,,, ,0,25,المربع الاكاديمي,عمادة شؤون الطلاب,Deanship of Students Affairs,0,0.000000000000000,, , ,السليمانية,1290,846,39.246259369919301,21.494535103875897
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,منطقة رملية تسخين للبطولات,Sandy area for tournaments,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,2125,847,39.255802953677254,21.494313548026099
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,290,210,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,754,851,39.238336729275538,21.498762664405163
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,مظلات,مظلات,Umbrellas,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,374,853,39.241122941858485,21.486615123201808
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,F5,نادي الفروسية,نادي الفروسية,Horse Club,1,0.000000000000000,, ,HorseClub.dwg,السليمانية,185,854,39.255295370297702,21.495069009686802
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,216,84,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,307,855,39.257259141518439,21.490618958414970
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,368,213F,مبنى الأمن,مبنى الأمن,Security building,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,816,856,39.265008300409903,21.494079578970052
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,268,55,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,365,859,39.257351872341154,21.490026123145181
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,170,G8,بوابة رقم 8,بوابة رقم 8,Gate number 8,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,32,861,39.239183415124820,21.485254575824055
 ,شركة السعد للمقاولات,,, ,0,534,المربع الاكاديمي,مركز اللغة الانكليزية,ENGLISH LANGUAGE CENTER,5,15.000000000000000,,شطر الطلاب, ,السليمانية,5557,863,39.243036994805031,21.497334945647449
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,غرفة كهرباء,غرفة كهرباء,Electricity room,1,0.000000000000000,,شطر الطلاب,MasterPlanUpdated.dwg,السليمانية,205,864,39.246127732374703,21.485937904682135
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,460,F4,نادي الفروسية,نادي الفروسية,Horse Club,1,0.000000000000000,, ,HorseClub.dwg,السليمانية,200,867,39.254768499731902,21.494860298263951
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,263,53,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,278,869,39.256715114985319,21.489681970583025
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,173,G7,بوابة رقم 7,بوابة رقم 7,Gate number 7,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,54,871,39.243210077779359,21.484872602541557
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,214,82,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,388,872,39.257539660978836,21.490404628590888
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,262,49,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,368,873,39.256598485005256,21.488746137556085
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,124,5,المسجد,المسجد,MASJID,1,0.000000000000000,,شطر الطلاب,Mosque5.dwg,السليمانية,6768,874,39.245257640245995,21.493344404905184
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,371,67,الكلية الإقتصادية,الكلية الإقتصادية,Economic College,-1,0.000000000000000,,Under construction,KAAUMasterPlan.dwg,السليمانية,6643,875,39.245422210236583,21.488373601547433
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,89,106_G,مركز التميز البحثي فى تقنية تحلية المياة,مركز التميز البحثي فى تقنية تحلية المياة,Desalination Technology Researches Center,3,0.000000000000000,,شطر الطلاب,DesalinationBuidling106GroundFloor.dwg,السليمانية,1531,876,39.248137494963480,21.485832798777878
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,251,25,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,271,877,39.255957534722576,21.490146070940785
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,114,41.,مبني الدراسات التربوية العليا,مبني الدراسات التربوية العليا,High educational building,1,0.000000000000000,,شطر الطلاب,HighEducationProgramBuilding41.dwg,السليمانية,1326,879,39.248523832543675,21.486455617181473
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,264,54,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,377,883,39.256843766564295,21.489848175168117
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,303,205,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,432,884,39.238181602448861,21.487686022968973
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,112,208B,المستودعات الكيميائية المركزية,المستودعات الكيميائية المركزية,Central chemical stores,2,0.000000000000000,,شطر الطلاب,CentralChemicalStore208B.dwg,السليمانية,5186,885,39.266028268730288,21.490356205998232
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,28,112,كلية الاداب و العلوم الانسانية,كلية الاداب و العلوم الانسانية,Literature and humanity scienses college,6,0.000000000000000,,شطر الطلاب,LiteratureCollege112.dwg,السليمانية,3457,889,39.250607402540211,21.489195579915879
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,394,-1,الجوالة 5,الجوالة 5,Inspection 5,1,0.000000000000000,, ,AlKashafaBuilding.dwg,السليمانية,52,891,39.256051505204063,21.501034459787537
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, ,18 AIR COOLED FLUID,0,0.000000000000000,, , ,السليمانية,5247,894,39.241426830834406,21.500594246058704
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,300,205,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,241,897,39.237646808902724,21.487412080227795
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,18,5MMC,المركز الطبي,كلية العلوم الطبية الموحدة,Faculty Unified Medical Sciences,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,2015,899,39.238346541015389,21.496378367177954
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,347,210,مجمع خدمات,مجمع خدمات,Services building,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,111,900,39.238528828634315,21.499428915388538
ملفات اوتوكاد - مسح ميداني,شركة المهيدب للمقاولات,,, ,0,91A,المجمع الاكاديمي,الفصول الدراسية,Class Rooms,5,0.000000000000000,,شطر الطلاب, ,السليمانية,5304,904,39.248385095623497,21.496456225352720
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,241,3,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,355,905,39.253597697527411,21.490346380090603
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,232,93,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,368,908,39.256355637437352,21.491451676904976
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,381,-1,الإستاد الرياضي,الإستاد الرياضي,Staduim,4,0.000000000000000,,شطر الطلاب,StadiumGroundLevel.dwg,السليمانية,38400,910,39.245259916938359,21.500528201401814
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,259,46,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,368,911,39.257055265615875,21.488100491392867
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,189,100,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,374,913,39.256807807030079,21.491625807314399
